Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,8.98012364396205,0.5576792115466166,173.98705722219051,178.1845059895785,170.47061090402963,4.529948493911445,174.9111449104463,1.5651425423003704,0.2793517447967788,9.785330486452857,Bicep Curl
left,9.09348087493529,3.1754385920048307,173.44059948000972,178.04168504843983,170.33669043247346,4.288854788818854,172.5346337664252,1.7565490528959287,0.23446481065224734,9.870071759080028,Bicep Curl
left,10.46495267455509,17.66084658759761,173.00225802559484,177.71447290421006,170.85485262303203,5.469959550672516,156.86783287273647,2.0041252935895733,0.30640585946604093,9.431223632008827,Bicep Curl
left,12.913946538985552,96.8561542199646,172.84491554878016,177.68483864001445,170.8170826749977,7.802049300825671,75.34345042743338,2.044867326592718,0.2960647405388905,9.457834735880924,Bicep Curl
left,15.908608727376222,143.13186175474027,172.82928909788876,178.8124966902667,168.09309220508683,10.716587521815507,26.153538089905695,1.9805631089342852,0.7988936185193628,11.118056801397223,Bicep Curl
left,14.379166538475864,160.7212856224697,172.72311451502932,178.5683501322145,169.87252509743954,9.12698214278636,10.154783945750049,2.0262133859076523,0.6033186877957072,9.537271943633588,Bicep Curl
left,14.465374167940151,158.1337778075059,172.84234929827295,178.42398046904987,170.86658386255453,9.198498077051706,12.6701697716812,1.8925938908244546,0.3345231419857836,8.821416767370106,Bicep Curl
left,11.09626741289379,169.0861328380605,172.5655122478547,178.5334780855053,171.16977594715055,5.384983546263567,5.533232208727665,1.7243656301796566,0.2800616569006207,8.577089008204883,Bicep Curl
left,14.55389007874996,160.71975182372282,172.6191232364616,179.3521251437614,170.56200772843044,8.52019419514675,10.762350186650357,1.3497125279302165,0.7081251227850263,8.741493490788212,Bicep Curl
left,10.853381068440711,170.61523182674375,173.7929242292433,177.73052768250395,170.51607363881706,3.9747839028524923,5.414620215793123,0.681226134620366,1.5999465469278047,7.8904307729240015,Bicep Curl
left,6.904181389306823,174.68697957335675,172.9521009752583,177.94879196252265,167.76508607916958,0.572225715257697,5.871855160029856,0.4266479828340201,1.6426440766012056,10.598709557434512,Bicep Curl
left,5.125636281845306,174.6141865335788,172.96112568612753,176.78857346868662,167.94746135170547,2.4567837629567113,7.84071841902573,0.5499813270689972,2.673696934305482,9.383361590766308,Bicep Curl
left,4.404010174152834,174.73572957322654,172.98983437527602,176.7178843030157,168.36730810220388,3.3363593660863646,8.599513878002227,0.7349124810426426,2.5568445163314784,9.08045314572175,Bicep Curl
left,4.250556260843752,173.68343217677068,173.21282963056598,176.64738321733196,168.93185080038973,3.3456158643308207,9.660942640241114,0.8130257868028551,2.5485914877935856,8.52428176267448,Bicep Curl
left,4.200452984939326,172.08218759437844,173.51521615899708,176.7681625225477,170.66136423205168,3.3651893633629073,11.28164463813195,1.0833559691007784,2.156429478115498,7.187784641223665,Bicep Curl
left,4.185678773455255,172.72565229603632,173.5919417815553,176.6480114003196,171.0031813249364,3.4581158289049156,10.731207799278629,1.2377500494199436,2.1216679358912276,6.8808807051235705,Bicep Curl
left,4.143942891640998,172.3422048260911,173.87462557412033,176.32141560694714,171.14619309868678,3.487386808690215,11.143906341284133,1.5075605152417584,2.178222605444804,6.681548740350332,Bicep Curl
left,4.292917270436516,172.45246904367824,173.99179143382742,176.3512516824512,171.6268931625262,3.314735204995072,10.860897408696244,1.6006685603404989,2.055080414438804,6.324231887418268,Bicep Curl
left,4.397855150597151,171.55661638981084,174.02411211517244,176.40930212044884,171.95967806532113,3.188723173876865,11.630658016202107,1.6117467336133395,1.985967609811177,6.060790479121513,Bicep Curl
left,4.544174116285062,170.9725062240946,173.80736219434118,176.80517244433253,172.97546146062652,3.1042754051569075,12.130242563391066,1.4568639319904193,1.745391194263681,5.286057338786622,Bicep Curl
left,5.028006064282047,173.59782286542642,172.91127536539773,177.40587045246608,174.36862077470747,3.060789971220374,9.462115673158467,1.0024678371881954,1.6008355294627001,4.038700724670938,Bicep Curl
left,5.743856492815846,175.74206806419295,172.44038748472218,177.7123959430226,174.61657405037803,2.666436469543062,6.923290951467719,0.8535681286225241,1.444146951964548,3.9476755228743814,Bicep Curl
left,5.932325382670175,174.98173531411211,172.20037075861632,178.27207612394517,175.42020507762314,2.550007927119914,7.56717463420439,0.68667796897072,1.054200719456197,3.535880307986943,Bicep Curl
left,5.927745139674926,175.11193557879488,171.98657475836583,178.83537540569228,175.69170361260504,2.5139001653761985,7.4009599550067815,0.4360094234355423,0.7479946152605853,3.5730831128005835,Bicep Curl
left,5.914247466332331,175.26104455314552,171.7506858054802,179.58097754325965,175.51449337654742,2.4373103177673925,7.1760023045316075,0.13701137588654236,0.33953178595237293,4.169288278928891,Bicep Curl
left,5.996860672184466,175.44688063836782,171.6544985879528,179.8317026975488,175.0566328348687,2.1987793806839653,6.7523498739575505,0.17933563200550992,0.11539414372113127,4.961592058640676,Bicep Curl
left,5.968586485667575,174.07673097369977,171.68989664348805,179.51147354863656,174.84917753735806,2.0276234350156086,7.950969776723681,0.3306947326527959,0.20584697807126248,5.324813923852668,Bicep Curl
left,5.930442031259056,175.3194924706486,171.7056264366532,179.37384440330055,174.6800536483958,1.96866863124342,6.648537377978341,0.4095514432728155,0.25462578860442486,5.550035816514164,Bicep Curl
left,5.77284420882453,174.02545792984404,171.86792743332825,179.37153274352792,174.19953284399807,1.954106635608978,7.927169804311848,0.4193320429891029,0.24783914019023867,6.022829098244327,Bicep Curl
